Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_voigt,complexity_final_voigt
115,20210808_Tvib300K_Trot300K_15.spec,230000.0,300,296,300,300,cython,300,voigt,1.4477949142456101,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415226.22759,radis,2000000,0,0,0,1,1,CH4,CH4_2000_4000_2000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.100799560546875e-05, 'reinitialize': {'copy_database': 0.30454206466674805, 'memory_usage_warning': 0.0017168521881103516, 'reset_population': 2.5510787963867188e-05, 'value': 0.3063192367553711}, 'scaled_eq_linestrength': 0.07448053359985352, 'calc_lineshift': 0.005965471267700195, 'calc_hwhm': 0.18425416946411133, 'generate_wavenumber_arrays': 0.008489847183227539, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.08370590209960938, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.10194182395935059, 'DLM_Distribute_lines': 0.10251379013061523, 'DLM_convolve': 0.5678799152374268, 'value': 0.8601694107055664}, 'calc_other_spectral_quan': 0.00797414779663086, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,56.0,159014349.4922207,1.56180530047574
117,20210808_Tvib300K_Trot300K_17.spec,230000.0,300,296,300,300,cython,300,voigt,1.96785998344421,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415266.0108302,radis,3000000,0,0,0,1,1,CH4,CH4_2000_4000_3000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.315376281738281e-05, 'reinitialize': {'copy_database': 0.4588327407836914, 'memory_usage_warning': 0.0014920234680175781, 'reset_population': 2.574920654296875e-05, 'value': 0.4603688716888428}, 'scaled_eq_linestrength': 0.10868287086486816, 'calc_lineshift': 0.008987903594970703, 'calc_hwhm': 0.2710878849029541, 'generate_wavenumber_arrays': 0.01067495346069336, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.10221982002258301, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.15084481239318848, 'DLM_Distribute_lines': 0.14934206008911133, 'DLM_convolve': 0.6921484470367432, 'value': 1.1002295017242432}, 'calc_other_spectral_quan': 0.0076808929443359375, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,6,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,67.0,190249310.99962118,1.9958467414063492
119,20210808_Tvib300K_Trot300K_19.spec,230000.0,300,296,300,300,cython,300,voigt,2.98260283470154,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415312.6180599,radis,4000000,0,0,0,1,1,CH4,CH4_2000_4000_4000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 7.939338684082031e-05, 'reinitialize': {'copy_database': 0.7228455543518066, 'memory_usage_warning': 0.0021576881408691406, 'reset_population': 3.0279159545898438e-05, 'value': 0.725055456161499}, 'scaled_eq_linestrength': 0.17531704902648926, 'calc_lineshift': 0.015458822250366211, 'calc_hwhm': 0.4953439235687256, 'generate_wavenumber_arrays': 0.018749475479125977, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.1470165252685547, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.24699759483337402, 'DLM_Distribute_lines': 0.2621572017669678, 'DLM_convolve': 0.8812270164489746, 'value': 1.5447728633880615}, 'calc_other_spectral_quan': 0.007695913314819336, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,7,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,78.0,221484272.50702167,2.4298881823369585
121,20210808_Tvib300K_Trot300K_21.spec,230000.0,300,296,300,300,cython,300,voigt,3.47682023048401,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415357.18143,radis,4398730,0,0,0,1,1,CH4,CH4_2000_4000_4398730_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.744529724121094e-05, 'reinitialize': {'copy_database': 0.6730830669403076, 'memory_usage_warning': 0.0022308826446533203, 'reset_population': 2.6941299438476562e-05, 'value': 0.6753594875335693}, 'scaled_eq_linestrength': 0.31769609451293945, 'calc_lineshift': 0.05031633377075195, 'calc_hwhm': 0.8343043327331543, 'generate_wavenumber_arrays': 0.01814556121826172, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.13930177688598633, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.22913765907287598, 'DLM_Distribute_lines': 0.26453518867492676, 'DLM_convolve': 0.9331789016723633, 'value': 1.5731558799743652}, 'calc_other_spectral_quan': 0.00769352912902832, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,8,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,89.0,252719234.01442218,2.737902327992276
123,20210808_Tvib300K_Trot300K_1.spec,230000.0,300,296,300,300,cython,300,voigt,0.635573387145996,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362518.38292,radis,115755,0,0,0,1,1,CO,CO_2000_4000_115755_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004010200500488281, 'reinitialize': {'copy_database': 0.013235330581665039, 'memory_usage_warning': 0.0015218257904052734, 'reset_population': 3.0279159545898438e-05, 'value': 0.014806747436523438}, 'scaled_eq_linestrength': 0.00892329216003418, 'calc_lineshift': 0.0010364055633544922, 'calc_hwhm': 0.022490262985229492, 'generate_wavenumber_arrays': 0.0041425228118896484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.055536508560180664, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.007373332977294922, 'DLM_Distribute_lines': 0.04717087745666504, 'DLM_convolve': 0.4618721008300781, 'value': 0.575502872467041}, 'calc_other_spectral_quan': 0.008170843124389648, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,115755,boltzmann,8,5,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,,116421220.1639473,0.8608100828467289
125,20210808_Tvib300K_Trot300K_3.spec,430000.0,300,296,300,300,cython,300,voigt,1.50342655181885,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362526.07086,radis,210572,0,0,0,1,1,CO,CO_2000_6000_210572_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003483295440673828, 'reinitialize': {'copy_database': 0.02192544937133789, 'memory_usage_warning': 0.0016067028045654297, 'reset_population': 3.147125244140625e-05, 'value': 0.02358245849609375}, 'scaled_eq_linestrength': 0.015230417251586914, 'calc_lineshift': 0.0011949539184570312, 'calc_hwhm': 0.02832508087158203, 'generate_wavenumber_arrays': 0.008004188537597656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07696151733398438, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.012019872665405273, 'DLM_Distribute_lines': 0.11237168312072754, 'DLM_convolve': 1.1941375732421875, 'value': 1.402794361114502}, 'calc_other_spectral_quan': 0.023839235305786133, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,210572,boltzmann,11,5,0.01,0.01,6000,6150,2000,1850,cm-1,0.01,430001,,312354694.94308746,2.2885688393315453
127,20210808_Tvib300K_Trot300K_5.spec,630000.0,300,296,300,300,cython,300,voigt,5.0414710044860795,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362565.71835,radis,301576,0,0,0,1,1,CO,CO_2000_8000_301576_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003590583801269531, 'reinitialize': {'copy_database': 0.03581500053405762, 'memory_usage_warning': 0.0016410350799560547, 'reset_population': 3.337860107421875e-05, 'value': 0.037508487701416016}, 'scaled_eq_linestrength': 0.019608020782470703, 'calc_lineshift': 0.0022542476654052734, 'calc_hwhm': 0.05054664611816406, 'generate_wavenumber_arrays': 0.014163017272949219, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.09866881370544434, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0206453800201416, 'DLM_Distribute_lines': 0.21256709098815918, 'DLM_convolve': 4.545077562332153, 'value': 4.88811182975769}, 'calc_other_spectral_quan': 0.028806209564208984, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,301576,boltzmann,13,5,0.01,0.01,8000,8150,2000,1850,cm-1,0.01,630001,,555237494.5901296,4.05288394547526
129,20210808_Tvib300K_Trot300K_7.spec,830000.0,300,296,300,300,cython,300,voigt,5.33252000808716,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362597.0417302,radis,389355,0,0,0,1,1,CO,CO_2000_10000_389355_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.000408172607421875, 'reinitialize': {'copy_database': 0.03585982322692871, 'memory_usage_warning': 0.0016083717346191406, 'reset_population': 3.266334533691406e-05, 'value': 0.037520647048950195}, 'scaled_eq_linestrength': 0.020524024963378906, 'calc_lineshift': 0.0020494461059570312, 'calc_hwhm': 0.05015373229980469, 'generate_wavenumber_arrays': 0.01898670196533203, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.10279965400695801, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.02652597427368164, 'DLM_Distribute_lines': 0.2713000774383545, 'DLM_convolve': 4.749122381210327, 'value': 5.166712522506714}, 'calc_other_spectral_quan': 0.036041975021362305, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,389355,boltzmann,14,5,0.01,0.01,10000,10150,2000,1850,cm-1,0.01,830001,,803167635.1380099,5.852790881420503
131,20210808_Tvib300K_Trot300K_9.spec,1030000.0,300,296,300,300,cython,300,voigt,6.312613725662231,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362648.06037,radis,471366,0,0,0,1,1,CO,CO_2000_12000_471366_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003743171691894531, 'reinitialize': {'copy_database': 0.04761362075805664, 'memory_usage_warning': 0.0015137195587158203, 'reset_population': 3.170967102050781e-05, 'value': 0.04917788505554199}, 'scaled_eq_linestrength': 0.023750782012939453, 'calc_lineshift': 0.002175569534301758, 'calc_hwhm': 0.05033707618713379, 'generate_wavenumber_arrays': 0.019910573959350586, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.1188967227935791, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.030727624893188477, 'DLM_Distribute_lines': 0.3676950931549072, 'DLM_convolve': 5.581960678100586, 'value': 6.122305393218994}, 'calc_other_spectral_quan': 0.04447531700134277, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,471366,boltzmann,16,5,0.01,0.01,12000,12150,2000,1850,cm-1,0.01,1030001,,1155094136.7219713,8.398757316869848
133,20210808_Tvib300K_Trot300K_11.spec,1230000.0,300,296,300,300,cython,300,voigt,10.9600212574005,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362751.10055,radis,543823,0,0,0,1,1,CO,CO_2000_14000_543823_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003886222839355469, 'reinitialize': {'copy_database': 0.07334375381469727, 'memory_usage_warning': 0.0025675296783447266, 'reset_population': 5.817413330078125e-05, 'value': 0.0760040283203125}, 'scaled_eq_linestrength': 0.036023616790771484, 'calc_lineshift': 0.0038499832153320312, 'calc_hwhm': 0.08625912666320801, 'generate_wavenumber_arrays': 0.03226923942565918, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.17658567428588867, 'DLM_Initialized_vectors': 1.6689300537109375e-05, 'DLM_closest_matching_line': 0.04783821105957031, 'DLM_Distribute_lines': 0.5884377956390381, 'DLM_convolve': 9.818146228790283, 'value': 10.663655281066895}, 'calc_other_spectral_quan': 0.06141400337219238, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,543823,boltzmann,17,5,0.01,0.01,14000,14150,2000,1850,cm-1,0.01,1230001,,1483302665.6589348,10.772295123970219
135,20210808_Tvib300K_Trot300K_13.spec,1430000.0,300,296,300,300,cython,300,voigt,11.758684873580899,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628362873.57073,radis,597654,0,0,0,1,1,CO,CO_2000_16000_597654_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00045490264892578125, 'reinitialize': {'copy_database': 0.08075475692749023, 'memory_usage_warning': 0.0018715858459472656, 'reset_population': 3.8623809814453125e-05, 'value': 0.0826869010925293}, 'scaled_eq_linestrength': 0.039798736572265625, 'calc_lineshift': 0.0036873817443847656, 'calc_hwhm': 0.08565163612365723, 'generate_wavenumber_arrays': 0.03263092041015625, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.15157508850097656, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.043769121170043945, 'DLM_Distribute_lines': 0.580747127532959, 'DLM_convolve': 10.620296239852905, 'value': 11.442252159118652}, 'calc_other_spectral_quan': 0.0713961124420166, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,597654,boltzmann,18,5,0.01,0.01,16000,16150,2000,1850,cm-1,0.01,1430001,,1844356564.3409824,13.377940122444251
186,20210807_Tvib300K_Trot300K_50.spec,52000.0,300,296,300,300,cython,20,voigt,0.105048656463623,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281591.09813,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004763603210449219, 'reinitialize': {'copy_database': 0.00044655799865722656, 'memory_usage_warning': 0.001964569091796875, 'reset_population': 3.266334533691406e-05, 'value': 0.0024590492248535156}, 'scaled_eq_linestrength': 0.00779414176940918, 'calc_lineshift': 0.0014214515686035156, 'calc_hwhm': 0.024837017059326172, 'generate_wavenumber_arrays': 0.0013725757598876953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0029871463775634766, 'DLM_Initialized_vectors': 6.198883056640625e-06, 'DLM_closest_matching_line': 0.0015456676483154297, 'DLM_Distribute_lines': 0.005846977233886719, 'DLM_convolve': 0.052376508712768555, 'value': 0.06341147422790527}, 'calc_other_spectral_quan': 0.0031707286834716797, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2510,2000,1990,cm-1,0.01,52002,,11858026.905339412,0.0901229921289525
187,20210807_Tvib300K_Trot300K_51.spec,54000.0,300,296,300,300,cython,40,voigt,0.124892234802246,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281591.45815,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002474784851074219, 'reinitialize': {'copy_database': 0.0005331039428710938, 'memory_usage_warning': 0.0014750957489013672, 'reset_population': 3.218650817871094e-05, 'value': 0.0020558834075927734}, 'scaled_eq_linestrength': 0.005686521530151367, 'calc_lineshift': 0.0008263587951660156, 'calc_hwhm': 0.020090341567993164, 'generate_wavenumber_arrays': 0.0010521411895751953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.004860877990722656, 'DLM_Initialized_vectors': 6.9141387939453125e-06, 'DLM_closest_matching_line': 0.0012123584747314453, 'DLM_Distribute_lines': 0.005250453948974609, 'DLM_convolve': 0.08063030242919922, 'value': 0.09253072738647461}, 'calc_other_spectral_quan': 0.002321481704711914, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2520,2000,1980,cm-1,0.01,52002,,12356902.39516963,0.09370767458054349
188,20210807_Tvib300K_Trot300K_52.spec,56000.0,300,296,300,300,cython,60,voigt,0.09088349342346198,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281591.79016,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002510547637939453, 'reinitialize': {'copy_database': 0.0008289813995361328, 'memory_usage_warning': 0.0015518665313720703, 'reset_population': 3.5762786865234375e-05, 'value': 0.0024385452270507812}, 'scaled_eq_linestrength': 0.006348133087158203, 'calc_lineshift': 0.0009477138519287109, 'calc_hwhm': 0.018779754638671875, 'generate_wavenumber_arrays': 0.0011928081512451172, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0067768096923828125, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0014066696166992188, 'DLM_Distribute_lines': 0.0055844783782958984, 'DLM_convolve': 0.04408860206604004, 'value': 0.05849337577819824}, 'calc_other_spectral_quan': 0.0023365020751953125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2530,2000,1970,cm-1,0.01,52002,,12857333.796387529,0.09730353707276856
189,20210807_Tvib300K_Trot300K_53.spec,58000.0,300,296,300,300,cython,80,voigt,0.09855294227600099,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281592.14218,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003154277801513672, 'reinitialize': {'copy_database': 0.0007238388061523438, 'memory_usage_warning': 0.0015778541564941406, 'reset_population': 3.3855438232421875e-05, 'value': 0.002352476119995117}, 'scaled_eq_linestrength': 0.006421327590942383, 'calc_lineshift': 0.0007560253143310547, 'calc_hwhm': 0.0188138484954834, 'generate_wavenumber_arrays': 0.0011038780212402344, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.008079767227172852, 'DLM_Initialized_vectors': 6.67572021484375e-06, 'DLM_closest_matching_line': 0.0012788772583007812, 'DLM_Distribute_lines': 0.005538463592529297, 'DLM_convolve': 0.04993700981140137, 'value': 0.06542110443115234}, 'calc_other_spectral_quan': 0.003272533416748047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2540,2000,1960,cm-1,0.01,52002,,13359265.516645782,0.10091018014540976
190,20210807_Tvib300K_Trot300K_54.spec,60000.0,300,296,300,300,cython,100,voigt,0.109786987304688,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281592.5022,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00026106834411621094, 'reinitialize': {'copy_database': 0.0004971027374267578, 'memory_usage_warning': 0.0012583732604980469, 'reset_population': 3.218650817871094e-05, 'value': 0.0018029212951660156}, 'scaled_eq_linestrength': 0.00794672966003418, 'calc_lineshift': 0.0016067028045654297, 'calc_hwhm': 0.01998114585876465, 'generate_wavenumber_arrays': 0.0012047290802001953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.010613203048706055, 'DLM_Initialized_vectors': 7.867813110351562e-06, 'DLM_closest_matching_line': 0.0013163089752197266, 'DLM_Distribute_lines': 0.0057163238525390625, 'DLM_convolve': 0.05610036849975586, 'value': 0.07439517974853516}, 'calc_other_spectral_quan': 0.002488374710083008, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2550,2000,1950,cm-1,0.01,52002,,13862645.79991734,0.1045272319042255
191,20210807_Tvib300K_Trot300K_55.spec,62000.0,300,296,300,300,cython,120,voigt,0.11011910438537599,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281592.85421,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004076957702636719, 'reinitialize': {'copy_database': 0.0005517005920410156, 'memory_usage_warning': 0.0012612342834472656, 'reset_population': 3.170967102050781e-05, 'value': 0.0018606185913085938}, 'scaled_eq_linestrength': 0.00812077522277832, 'calc_lineshift': 0.0010099411010742188, 'calc_hwhm': 0.018497705459594727, 'generate_wavenumber_arrays': 0.0011906623840332031, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.013566970825195312, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.0013403892517089844, 'DLM_Distribute_lines': 0.0052225589752197266, 'DLM_convolve': 0.05566143989562988, 'value': 0.07643461227416992}, 'calc_other_spectral_quan': 0.002496957778930664, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2560,2000,1940,cm-1,0.01,52002,,14367426.342563452,0.10815434526219767
192,20210807_Tvib300K_Trot300K_56.spec,64000.0,300,296,300,300,cython,140,voigt,0.11590671539306599,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281593.2222302,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024127960205078125, 'reinitialize': {'copy_database': 0.0004329681396484375, 'memory_usage_warning': 0.001203775405883789, 'reset_population': 3.170967102050781e-05, 'value': 0.001682281494140625}, 'scaled_eq_linestrength': 0.007760524749755859, 'calc_lineshift': 0.001619577407836914, 'calc_hwhm': 0.01947927474975586, 'generate_wavenumber_arrays': 0.0014088153839111328, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.015776634216308594, 'DLM_Initialized_vectors': 7.62939453125e-06, 'DLM_closest_matching_line': 0.0013117790222167969, 'DLM_Distribute_lines': 0.005857706069946289, 'DLM_convolve': 0.05766582489013672, 'value': 0.08127474784851074}, 'calc_other_spectral_quan': 0.002346515655517578, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2570,2000,1930,cm-1,0.01,52002,,14873561.958987392,0.111791195537078
193,20210807_Tvib300K_Trot300K_57.spec,66000.0,300,296,300,300,cython,160,voigt,0.12607789039611803,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281593.58225,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002846717834472656, 'reinitialize': {'copy_database': 0.000993967056274414, 'memory_usage_warning': 0.001710653305053711, 'reset_population': 3.600120544433594e-05, 'value': 0.0027589797973632812}, 'scaled_eq_linestrength': 0.00610661506652832, 'calc_lineshift': 0.0007991790771484375, 'calc_hwhm': 0.020863771438598633, 'generate_wavenumber_arrays': 0.001425027847290039, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.016855478286743164, 'DLM_Initialized_vectors': 7.62939453125e-06, 'DLM_closest_matching_line': 0.0014190673828125, 'DLM_Distribute_lines': 0.005544900894165039, 'DLM_convolve': 0.06681227684020996, 'value': 0.09133028984069824}, 'calc_other_spectral_quan': 0.002414703369140625, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2580,2000,1920,cm-1,0.01,52002,,15381010.289117867,0.11543747834950267
194,20210807_Tvib300K_Trot300K_58.spec,68000.0,300,296,300,300,cython,180,voigt,0.118902683258057,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281593.93427,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002434253692626953, 'reinitialize': {'copy_database': 0.0005233287811279297, 'memory_usage_warning': 0.0012238025665283203, 'reset_population': 7.653236389160156e-05, 'value': 0.0018384456634521484}, 'scaled_eq_linestrength': 0.00606536865234375, 'calc_lineshift': 0.0008223056793212891, 'calc_hwhm': 0.019361019134521484, 'generate_wavenumber_arrays': 0.0011837482452392578, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.017499923706054688, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.001302957534790039, 'DLM_Distribute_lines': 0.005265951156616211, 'DLM_convolve': 0.06195998191833496, 'value': 0.08674192428588867}, 'calc_other_spectral_quan': 0.0025641918182373047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2590,2000,1910,cm-1,0.01,52002,,15889731.541377971,0.11909290777608927
