Index,file,DLM_Distribute_lines,DLM_Initialized_vectors,DLM_closest_matching_line,DLM_convolve,Spectral Points,Tgas,Tref,Trot,Tvib,_check_line_databank,_generate_wavenumber_arrays,add_at_used,broadening_max_width,broadening_method,calc_hwhm,calc_line_broadening,calc_lineshift,calc_other_spectral_quan,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,path_length,precompute_DLM_lineshapes,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,reinitialize,reinitialize_1,reinitialize_2,reinitialize_3,reinitialize_4,rot_distribution,scaled_eq_linestrength,self_absorption,spectrum_calc_before_obj,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding
61,20210722_Tvib300K_Trot300K_61.spec,0.000982999801636,1.04904174804688E-05,0.001191139221191,0.197102546691895,10526.3157894737,300,296,300,300,0.00033974647522,0.00068998336792,cython,300,voigt,0.009129524230957,0.207099199295044,0.000814914703369,0.000868320465088,0.23,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963188.86993,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.007383346557617,1000,"{'_check_line_databank': 0.00033974647521972656, 'reinitialize_1': 0.0011453628540039062, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0013689994812011719, 'reinitialize_4': 3.600120544433594e-05, 'reinitialize': 0.002567291259765625, 'scaled_eq_linestrength': 0.005525827407836914, 'calc_lineshift': 0.0008149147033691406, 'calc_hwhm': 0.009129524230957031, '_generate_wavenumber_arrays': 0.0006899833679199219, 'precompute_DLM_lineshapes': 0.0073833465576171875, 'DLM_Initialized_vectors': 1.049041748046875e-05, 'DLM_closest_matching_line': 0.0011911392211914062, 'DLM_Distribute_lines': 0.0009829998016357422, 'DLM_convolve': 0.19710254669189453, 'calc_line_broadening': 0.20709919929504395, 'calc_other_spectral_quan': 0.0008683204650878906, 'spectrum_calc_before_obj': 0.22710466384887695}",0,0.9.29,0.002567291259766,0.001145362854004,1.16825103759766E-05,0.001368999481201,3.60012054443359E-05,boltzmann,0.005525827407837,1,0.227104663848877,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.038,5003
62,20210722_Tvib300K_Trot300K_62.spec,0.00153923034668,1.1444091796875E-05,0.001268625259399,0.201217174530029,11111.1111111111,300,296,300,300,0.000512599945068,0.000636577606201,cython,300,voigt,0.010742664337158,0.212209701538086,0.000736236572266,0.001304388046265,0.24,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963189.22193,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.007941246032715,1000,"{'_check_line_databank': 0.0005125999450683594, 'reinitialize_1': 0.001569986343383789, 'reinitialize_2': 1.2159347534179688e-05, 'reinitialize_3': 0.001409292221069336, 'reinitialize_4': 3.647804260253906e-05, 'reinitialize': 0.0030341148376464844, 'scaled_eq_linestrength': 0.006087064743041992, 'calc_lineshift': 0.000736236572265625, 'calc_hwhm': 0.010742664337158203, '_generate_wavenumber_arrays': 0.0006365776062011719, 'precompute_DLM_lineshapes': 0.007941246032714844, 'DLM_Initialized_vectors': 1.1444091796875e-05, 'DLM_closest_matching_line': 0.001268625259399414, 'DLM_Distribute_lines': 0.0015392303466796875, 'DLM_convolve': 0.2012171745300293, 'calc_line_broadening': 0.21220970153808594, 'calc_other_spectral_quan': 0.0013043880462646484, 'spectrum_calc_before_obj': 0.2353518009185791}",0,0.9.29,0.003034114837646,0.001569986343384,1.21593475341797E-05,0.001409292221069,3.64780426025391E-05,boltzmann,0.006087064743042,1,0.235351800918579,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.036,5003
63,20210722_Tvib300K_Trot300K_63.spec,0.001002550125122,1.00135803222656E-05,0.001242160797119,0.249634742736816,11764.705882353,300,296,300,300,0.000335216522217,0.000885009765625,cython,300,voigt,0.010556936264038,0.261631965637207,0.000910997390747,0.000953912734985,0.28,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963189.62193,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.0094153881073,1000,"{'_check_line_databank': 0.0003352165222167969, 'reinitialize_1': 0.0011212825775146484, 'reinitialize_2': 1.0967254638671875e-05, 'reinitialize_3': 0.0013561248779296875, 'reinitialize_4': 3.4809112548828125e-05, 'reinitialize': 0.002529144287109375, 'scaled_eq_linestrength': 0.006493330001831055, 'calc_lineshift': 0.0009109973907470703, 'calc_hwhm': 0.010556936264038086, '_generate_wavenumber_arrays': 0.000885009765625, 'precompute_DLM_lineshapes': 0.009415388107299805, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0012421607971191406, 'DLM_Distribute_lines': 0.0010025501251220703, 'DLM_convolve': 0.2496347427368164, 'calc_line_broadening': 0.26163196563720703, 'calc_other_spectral_quan': 0.0009539127349853516, 'spectrum_calc_before_obj': 0.2843661308288574}",0,0.9.29,0.002529144287109,0.001121282577515,1.09672546386719E-05,0.00135612487793,3.48091125488281E-05,boltzmann,0.006493330001831,1,0.284366130828857,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.034,5003
64,20210722_Tvib300K_Trot300K_64.spec,0.001047372817993,6.67572021484375E-06,0.001155853271484,0.278433084487915,12500,300,296,300,300,0.00032639503479,0.001660108566284,cython,300,voigt,0.011630058288574,0.288433313369751,0.000870227813721,0.000860214233398,0.31,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963190.05393,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.007404327392578,1000,"{'_check_line_databank': 0.00032639503479003906, 'reinitialize_1': 0.0011191368103027344, 'reinitialize_2': 1.0728836059570312e-05, 'reinitialize_3': 0.0013375282287597656, 'reinitialize_4': 3.647804260253906e-05, 'reinitialize': 0.0025098323822021484, 'scaled_eq_linestrength': 0.008382558822631836, 'calc_lineshift': 0.0008702278137207031, 'calc_hwhm': 0.011630058288574219, '_generate_wavenumber_arrays': 0.0016601085662841797, 'precompute_DLM_lineshapes': 0.007404327392578125, 'DLM_Initialized_vectors': 6.67572021484375e-06, 'DLM_closest_matching_line': 0.001155853271484375, 'DLM_Distribute_lines': 0.001047372817993164, 'DLM_convolve': 0.27843308448791504, 'calc_line_broadening': 0.288433313369751, 'calc_other_spectral_quan': 0.0008602142333984375, 'spectrum_calc_before_obj': 0.31476449966430664}",0,0.9.29,0.002509832382202,0.001119136810303,1.07288360595703E-05,0.00133752822876,3.64780426025391E-05,boltzmann,0.008382558822632,1,0.314764499664307,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.032,5003
65,20210722_Tvib300K_Trot300K_65.spec,0.000997066497803,9.77516174316406E-06,0.001147985458374,0.786134243011475,13333.3333333334,300,296,300,300,0.000333070755005,0.000712633132935,cython,300,voigt,0.010095596313477,0.797330617904663,0.001111268997192,0.001847505569458,0.82,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963190.99793,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.008074522018433,1000,"{'_check_line_databank': 0.0003330707550048828, 'reinitialize_1': 0.001531839370727539, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.001443624496459961, 'reinitialize_4': 3.5762786865234375e-05, 'reinitialize': 0.0030281543731689453, 'scaled_eq_linestrength': 0.009187459945678711, 'calc_lineshift': 0.0011112689971923828, 'calc_hwhm': 0.010095596313476562, '_generate_wavenumber_arrays': 0.0007126331329345703, 'precompute_DLM_lineshapes': 0.008074522018432617, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.0011479854583740234, 'DLM_Distribute_lines': 0.0009970664978027344, 'DLM_convolve': 0.7861342430114746, 'calc_line_broadening': 0.7973306179046631, 'calc_other_spectral_quan': 0.0018475055694580078, 'spectrum_calc_before_obj': 0.8237242698669434}",0,0.9.29,0.003028154373169,0.001531839370728,1.12056732177734E-05,0.00144362449646,3.57627868652344E-05,boltzmann,0.009187459945679,1,0.823724269866943,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.03,5003
66,20210722_Tvib300K_Trot300K_66.spec,0.001076221466064,9.05990600585938E-06,0.001156330108643,0.806502342224121,14285.7142857143,300,296,300,300,0.000337362289429,0.000824451446533,cython,300,voigt,0.012040853500366,0.818304300308227,0.000872373580933,0.002379894256592,0.84,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963191.96193,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.009069681167603,1000,"{'_check_line_databank': 0.00033736228942871094, 'reinitialize_1': 0.0010335445404052734, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0014278888702392578, 'reinitialize_4': 3.719329833984375e-05, 'reinitialize': 0.002515554428100586, 'scaled_eq_linestrength': 0.007283926010131836, 'calc_lineshift': 0.0008723735809326172, 'calc_hwhm': 0.012040853500366211, '_generate_wavenumber_arrays': 0.0008244514465332031, 'precompute_DLM_lineshapes': 0.009069681167602539, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0011563301086425781, 'DLM_Distribute_lines': 0.0010762214660644531, 'DLM_convolve': 0.8065023422241211, 'calc_line_broadening': 0.8183043003082275, 'calc_other_spectral_quan': 0.002379894256591797, 'spectrum_calc_before_obj': 0.8446681499481201}",0,0.9.29,0.002515554428101,0.001033544540405,1.12056732177734E-05,0.001427888870239,3.71932983398437E-05,boltzmann,0.007283926010132,1,0.84466814994812,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.028,5003
67,20210722_Tvib300K_Trot300K_67.spec,0.001121520996094,1.12056732177734E-05,0.001197099685669,0.884917736053467,15384.6153846154,300,296,300,300,0.000357627868652,0.000471353530884,cython,300,voigt,0.01083254814148,0.897033214569092,0.000838756561279,0.002192974090576,0.92,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963193.02993,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.009183645248413,1000,"{'_check_line_databank': 0.00035762786865234375, 'reinitialize_1': 0.001054525375366211, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.001459360122680664, 'reinitialize_4': 4.0531158447265625e-05, 'reinitialize': 0.0025720596313476562, 'scaled_eq_linestrength': 0.007411479949951172, 'calc_lineshift': 0.0008387565612792969, 'calc_hwhm': 0.010832548141479492, '_generate_wavenumber_arrays': 0.00047135353088378906, 'precompute_DLM_lineshapes': 0.009183645248413086, 'DLM_Initialized_vectors': 1.1205673217773438e-05, 'DLM_closest_matching_line': 0.0011970996856689453, 'DLM_Distribute_lines': 0.00112152099609375, 'DLM_convolve': 0.8849177360534668, 'calc_line_broadening': 0.8970332145690918, 'calc_other_spectral_quan': 0.002192974090576172, 'spectrum_calc_before_obj': 0.9217822551727295}",0,0.9.29,0.002572059631348,0.001054525375366,1.1444091796875E-05,0.001459360122681,4.05311584472656E-05,boltzmann,0.007411479949951,1,0.92178225517273,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.026,5003
68,20210722_Tvib300K_Trot300K_68.spec,0.001134634017944,9.29832458496094E-06,0.001551389694214,1.08724904060364,16666.6666666667,300,296,300,300,0.00036096572876,0.001815319061279,cython,300,voigt,0.00871205329895,1.10041427612305,0.000774145126343,0.002793073654175,1.13,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963194.28593,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.009931802749634,1000,"{'_check_line_databank': 0.0003609657287597656, 'reinitialize_1': 0.001554250717163086, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0015783309936523438, 'reinitialize_4': 8.416175842285156e-05, 'reinitialize': 0.0032362937927246094, 'scaled_eq_linestrength': 0.007242441177368164, 'calc_lineshift': 0.0007741451263427734, 'calc_hwhm': 0.008712053298950195, '_generate_wavenumber_arrays': 0.0018153190612792969, 'precompute_DLM_lineshapes': 0.009931802749633789, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0015513896942138672, 'DLM_Distribute_lines': 0.001134634017944336, 'DLM_convolve': 1.0872490406036377, 'calc_line_broadening': 1.1004142761230469, 'calc_other_spectral_quan': 0.0027930736541748047, 'spectrum_calc_before_obj': 1.1254448890686035}",0,0.9.29,0.003236293792725,0.001554250717163,1.12056732177734E-05,0.001578330993652,8.41617584228516E-05,boltzmann,0.007242441177368,1,1.1254448890686,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.024,5003
69,20210722_Tvib300K_Trot300K_69.spec,0.00123119354248,9.05990600585938E-06,0.001164197921753,1.24865531921387,18181.8181818182,300,296,300,300,0.000363349914551,0.000771522521973,cython,300,voigt,0.01031756401062,1.2640175819397,0.000723123550415,0.002050161361694,1.29,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963195.70993,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.012275695800781,1000,"{'_check_line_databank': 0.00036334991455078125, 'reinitialize_1': 0.001993417739868164, 'reinitialize_2': 1.2159347534179688e-05, 'reinitialize_3': 0.0014417171478271484, 'reinitialize_4': 3.6716461181640625e-05, 'reinitialize': 0.0034902095794677734, 'scaled_eq_linestrength': 0.005468845367431641, 'calc_lineshift': 0.0007231235504150391, 'calc_hwhm': 0.010317564010620117, '_generate_wavenumber_arrays': 0.0007715225219726562, 'precompute_DLM_lineshapes': 0.01227569580078125, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0011641979217529297, 'DLM_Distribute_lines': 0.0012311935424804688, 'DLM_convolve': 1.2486553192138672, 'calc_line_broadening': 1.2640175819396973, 'calc_other_spectral_quan': 0.002050161361694336, 'spectrum_calc_before_obj': 1.2872734069824219}",0,0.9.29,0.003490209579468,0.001993417739868,1.21593475341797E-05,0.001441717147827,3.67164611816406E-05,boltzmann,0.005468845367432,1,1.28727340698242,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.022,5003
70,20210722_Tvib300K_Trot300K_70.spec,0.001704216003418,1.16825103759766E-05,0.001356840133667,1.35196185112,20000.0000000001,300,296,300,300,0.000366687774658,0.00056529045105,cython,300,voigt,0.009690999984741,1.36767339706421,0.000814199447632,0.002132177352905,1.39,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963197.24593,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.011938810348511,1000,"{'_check_line_databank': 0.0003666877746582031, 'reinitialize_1': 0.0011184215545654297, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.0018322467803955078, 'reinitialize_4': 4.601478576660156e-05, 'reinitialize': 0.0030167102813720703, 'scaled_eq_linestrength': 0.0066661834716796875, 'calc_lineshift': 0.0008141994476318359, 'calc_hwhm': 0.009690999984741211, '_generate_wavenumber_arrays': 0.0005652904510498047, 'precompute_DLM_lineshapes': 0.011938810348510742, 'DLM_Initialized_vectors': 1.1682510375976562e-05, 'DLM_closest_matching_line': 0.0013568401336669922, 'DLM_Distribute_lines': 0.0017042160034179688, 'DLM_convolve': 1.3519618511199951, 'calc_line_broadening': 1.367673397064209, 'calc_other_spectral_quan': 0.0021321773529052734, 'spectrum_calc_before_obj': 1.3910021781921387}",0,0.9.29,0.003016710281372,0.001118421554565,1.1444091796875E-05,0.001832246780396,4.60147857666016E-05,boltzmann,0.00666618347168,1,1.39100217819214,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.02,5003
71,20210722_Tvib300K_Trot300K_71.spec,0.001376867294312,1.19209289550781E-05,0.001574039459229,1.61266422271729,22222.2222222223,300,296,300,300,0.000370502471924,0.000825643539429,cython,300,voigt,0.008459568023682,1.63054132461548,0.000828266143799,0.002139568328857,1.66,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963199.04993,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.014204978942871,1000,"{'_check_line_databank': 0.0003705024719238281, 'reinitialize_1': 0.001009225845336914, 'reinitialize_2': 1.0967254638671875e-05, 'reinitialize_3': 0.0015125274658203125, 'reinitialize_4': 3.910064697265625e-05, 'reinitialize': 0.0025777816772460938, 'scaled_eq_linestrength': 0.01265716552734375, 'calc_lineshift': 0.0008282661437988281, 'calc_hwhm': 0.00845956802368164, '_generate_wavenumber_arrays': 0.0008256435394287109, 'precompute_DLM_lineshapes': 0.014204978942871094, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.0015740394592285156, 'DLM_Distribute_lines': 0.0013768672943115234, 'DLM_convolve': 1.6126642227172852, 'calc_line_broadening': 1.6305413246154785, 'calc_other_spectral_quan': 0.002139568328857422, 'spectrum_calc_before_obj': 1.6584720611572266}",0,0.9.29,0.002577781677246,0.001009225845337,1.09672546386719E-05,0.00151252746582,3.91006469726562E-05,boltzmann,0.012657165527344,1,1.65847206115723,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.018,5003
72,20210722_Tvib300K_Trot300K_72.spec,0.001559734344482,8.82148742675781E-06,0.001145601272583,1.99906063079834,25000.0000000001,300,296,300,300,0.000335454940796,0.000647068023682,cython,300,voigt,0.008205413818359,2.01680517196655,0.000827789306641,0.002116441726685,2.04,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963201.24193,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.014743089675903,1000,"{'_check_line_databank': 0.00033545494079589844, 'reinitialize_1': 0.0018277168273925781, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0015642642974853516, 'reinitialize_4': 4.1484832763671875e-05, 'reinitialize': 0.0034537315368652344, 'scaled_eq_linestrength': 0.007037162780761719, 'calc_lineshift': 0.000827789306640625, 'calc_hwhm': 0.008205413818359375, '_generate_wavenumber_arrays': 0.0006470680236816406, 'precompute_DLM_lineshapes': 0.01474308967590332, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0011456012725830078, 'DLM_Distribute_lines': 0.0015597343444824219, 'DLM_convolve': 1.9990606307983398, 'calc_line_broadening': 2.0168051719665527, 'calc_other_spectral_quan': 0.0021164417266845703, 'spectrum_calc_before_obj': 2.0394937992095947}",0,0.9.29,0.003453731536865,0.001827716827393,1.16825103759766E-05,0.001564264297485,4.14848327636719E-05,boltzmann,0.007037162780762,1,2.03949379920959,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.016,5003
73,20210722_Tvib300K_Trot300K_73.spec,0.002502202987671,9.05990600585938E-06,0.001104831695557,2.08261060714722,28571.4285714287,300,296,300,300,0.000343322753906,0.000668287277222,cython,300,voigt,0.007885694503784,2.10333132743835,0.000874757766724,0.002183198928833,2.12,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963203.52993,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.016581296920776,1000,"{'_check_line_databank': 0.00034332275390625, 'reinitialize_1': 0.0009958744049072266, 'reinitialize_2': 1.0967254638671875e-05, 'reinitialize_3': 0.0013608932495117188, 'reinitialize_4': 3.528594970703125e-05, 'reinitialize': 0.002408266067504883, 'scaled_eq_linestrength': 0.006139039993286133, 'calc_lineshift': 0.0008747577667236328, 'calc_hwhm': 0.00788569450378418, '_generate_wavenumber_arrays': 0.0006682872772216797, 'precompute_DLM_lineshapes': 0.016581296920776367, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0011048316955566406, 'DLM_Distribute_lines': 0.0025022029876708984, 'DLM_convolve': 2.082610607147217, 'calc_line_broadening': 2.1033313274383545, 'calc_other_spectral_quan': 0.002183198928833008, 'spectrum_calc_before_obj': 2.1238973140716553}",0,0.9.29,0.002408266067505,0.000995874404907,1.09672546386719E-05,0.001360893249512,3.52859497070312E-05,boltzmann,0.006139039993286,1,2.12389731407166,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.014,5003
74,20210722_Tvib300K_Trot300K_74.spec,0.001921653747559,9.5367431640625E-06,0.001158952713013,2.79324746131897,33333.3333333335,300,296,300,300,0.000602960586548,0.000808954238892,cython,300,voigt,0.00846004486084,2.81511545181274,0.000733613967896,0.002323150634766,2.84,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963206.54593,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.018522500991821,1000,"{'_check_line_databank': 0.0006029605865478516, 'reinitialize_1': 0.0012705326080322266, 'reinitialize_2': 2.1219253540039062e-05, 'reinitialize_3': 0.002359628677368164, 'reinitialize_4': 4.839897155761719e-05, 'reinitialize': 0.003710508346557617, 'scaled_eq_linestrength': 0.0066487789154052734, 'calc_lineshift': 0.0007336139678955078, 'calc_hwhm': 0.008460044860839844, '_generate_wavenumber_arrays': 0.0008089542388916016, 'precompute_DLM_lineshapes': 0.01852250099182129, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.0011589527130126953, 'DLM_Distribute_lines': 0.0019216537475585938, 'DLM_convolve': 2.7932474613189697, 'calc_line_broadening': 2.815115451812744, 'calc_other_spectral_quan': 0.002323150634765625, 'spectrum_calc_before_obj': 2.838477373123169}",0,0.9.29,0.003710508346558,0.001270532608032,2.12192535400391E-05,0.002359628677368,4.83989715576172E-05,boltzmann,0.006648778915405,1,2.83847737312317,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.012,5003
75,20210722_Tvib300K_Trot300K_75.spec,0.003199815750122,9.05990600585938E-06,0.001158475875855,4.62416076660156,40000.0000000003,300,296,300,300,0.000360727310181,0.001101493835449,cython,300,voigt,0.008995294570923,4.65177059173584,0.000743627548218,0.002755403518677,4.67,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963211.40993,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.022497653961182,1000,"{'_check_line_databank': 0.00036072731018066406, 'reinitialize_1': 0.001285552978515625, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0014102458953857422, 'reinitialize_4': 3.62396240234375e-05, 'reinitialize': 0.0027496814727783203, 'scaled_eq_linestrength': 0.0057125091552734375, 'calc_lineshift': 0.0007436275482177734, 'calc_hwhm': 0.008995294570922852, '_generate_wavenumber_arrays': 0.0011014938354492188, 'precompute_DLM_lineshapes': 0.02249765396118164, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0011584758758544922, 'DLM_Distribute_lines': 0.0031998157501220703, 'DLM_convolve': 4.6241607666015625, 'calc_line_broadening': 4.65177059173584, 'calc_other_spectral_quan': 0.002755403518676758, 'spectrum_calc_before_obj': 4.674256324768066}",0,0.9.29,0.002749681472778,0.001285552978516,1.16825103759766E-05,0.001410245895386,3.62396240234375E-05,boltzmann,0.005712509155273,1,4.67425632476807,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.01,5003
76,20210722_Tvib300K_Trot300K_76.spec,0.004373073577881,1.04904174804688E-05,0.00129246711731,5.27463340759277,50000.0000000005,300,296,300,300,0.000381231307983,0.001448631286621,cython,300,voigt,0.009498596191406,5.31076884269714,0.000782489776611,0.003322601318359,5.33,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626963216.97393,radis,19238,0,0,0,1,1,CO,CO_5000_5100_19238_voigt,simple,hapi,1,0.029358386993408,1000,"{'_check_line_databank': 0.00038123130798339844, 'reinitialize_1': 0.0008723735809326172, 'reinitialize_2': 2.5272369384765625e-05, 'reinitialize_3': 0.0014252662658691406, 'reinitialize_4': 3.719329833984375e-05, 'reinitialize': 0.0023665428161621094, 'scaled_eq_linestrength': 0.005878925323486328, 'calc_lineshift': 0.0007824897766113281, 'calc_hwhm': 0.00949859619140625, '_generate_wavenumber_arrays': 0.0014486312866210938, 'precompute_DLM_lineshapes': 0.029358386993408203, 'DLM_Initialized_vectors': 1.049041748046875e-05, 'DLM_closest_matching_line': 0.0012924671173095703, 'DLM_Distribute_lines': 0.004373073577880859, 'DLM_convolve': 5.274633407592773, 'calc_line_broadening': 5.3107688426971436, 'calc_other_spectral_quan': 0.003322601318359375, 'spectrum_calc_before_obj': 5.334527254104614}",0,0.9.29,0.002366542816162,0.000872373580933,2.52723693847656E-05,0.001425266265869,3.71932983398437E-05,boltzmann,0.005878925323486,1,5.33452725410461,X,1,19238,boltzmann,3,5,0.01,0.01,5100,5250,5000,4850,cm-1,0.008,5003
