file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,spectral_points
20210807_Tvib300K_Trot300K_40.spec,132000,300,296,300,300,cython,820,fft,1.30972623825073,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281371.98038,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025963783264160156, 'reinitialize': {'copy_database': 0.0005712509155273438, 'memory_usage_warning': 0.0015001296997070312, 'reset_population': 3.600120544433594e-05, 'value': 0.002125978469848633}, 'scaled_eq_linestrength': 0.007165431976318359, 'calc_lineshift': 0.0007736682891845703, 'calc_hwhm': 0.012691497802734375, 'generate_wavenumber_arrays': 0.002012491226196289, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07316899299621582, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0015997886657714844, 'DLM_Distribute_lines': 0.006239414215087891, 'DLM_convolve': 1.1957371234893799, 'value': 1.2817399501800537}, 'calc_other_spectral_quan': 0.002850055694580078, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2910,2000,1590,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_41.spec,134000,300,296,300,300,cython,840,fft,1.39138317108154,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281373.65638,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003421306610107422, 'reinitialize': {'copy_database': 0.0005617141723632812, 'memory_usage_warning': 0.0014994144439697266, 'reset_population': 4.506111145019531e-05, 'value': 0.0021283626556396484}, 'scaled_eq_linestrength': 0.005616903305053711, 'calc_lineshift': 0.0012989044189453125, 'calc_hwhm': 0.01517176628112793, 'generate_wavenumber_arrays': 0.0028412342071533203, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07045245170593262, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.0022096633911132812, 'DLM_Distribute_lines': 0.006972551345825195, 'DLM_convolve': 1.2779133319854736, 'value': 1.361412525177002}, 'calc_other_spectral_quan': 0.0024237632751464844, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2920,2000,1580,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_42.spec,136000,300,296,300,300,cython,860,fft,1.14071369171143,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281375.04838,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00029587745666503906, 'reinitialize': {'copy_database': 0.0004982948303222656, 'memory_usage_warning': 0.0012319087982177734, 'reset_population': 3.3855438232421875e-05, 'value': 0.0017790794372558594}, 'scaled_eq_linestrength': 0.006837129592895508, 'calc_lineshift': 0.0009937286376953125, 'calc_hwhm': 0.012744426727294922, 'generate_wavenumber_arrays': 0.0027298927307128906, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.061364173889160156, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.002061128616333008, 'DLM_Distribute_lines': 0.0056760311126708984, 'DLM_convolve': 1.0397582054138184, 'value': 1.1127891540527344}, 'calc_other_spectral_quan': 0.0024046897888183594, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2930,2000,1570,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_43.spec,138000,300,296,300,300,cython,880,fft,1.30743956565857,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281376.62438,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002906322479248047, 'reinitialize': {'copy_database': 0.0004901885986328125, 'memory_usage_warning': 0.0012581348419189453, 'reset_population': 3.457069396972656e-05, 'value': 0.001798868179321289}, 'scaled_eq_linestrength': 0.005927085876464844, 'calc_lineshift': 0.0009279251098632812, 'calc_hwhm': 0.013779640197753906, 'generate_wavenumber_arrays': 0.002634763717651367, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06792259216308594, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.0026597976684570312, 'DLM_Distribute_lines': 0.007967472076416016, 'DLM_convolve': 1.1963920593261719, 'value': 1.2795252799987793}, 'calc_other_spectral_quan': 0.0024428367614746094, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2940,2000,1560,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_44.spec,140000,300,296,300,300,cython,900,fft,1.51829671859741,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281378.43238,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004870891571044922, 'reinitialize': {'copy_database': 0.0013132095336914062, 'memory_usage_warning': 0.0025446414947509766, 'reset_population': 6.246566772460938e-05, 'value': 0.0039539337158203125}, 'scaled_eq_linestrength': 0.011344432830810547, 'calc_lineshift': 0.0012774467468261719, 'calc_hwhm': 0.02615666389465332, 'generate_wavenumber_arrays': 0.004741191864013672, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.08218121528625488, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0015006065368652344, 'DLM_Distribute_lines': 0.005455732345581055, 'DLM_convolve': 1.3743524551391602, 'value': 1.4673843383789062}, 'calc_other_spectral_quan': 0.0027887821197509766, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2950,2000,1550,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_45.spec,142000,300,296,300,300,cython,920,fft,0.268831968307495,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281378.98039,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.000255584716796875, 'reinitialize': {'copy_database': 0.0004990100860595703, 'memory_usage_warning': 0.0012767314910888672, 'reset_population': 3.337860107421875e-05, 'value': 0.001825094223022461}, 'scaled_eq_linestrength': 0.00871419906616211, 'calc_lineshift': 0.0010838508605957031, 'calc_hwhm': 0.013281822204589844, 'generate_wavenumber_arrays': 0.002074718475341797, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07315325736999512, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0015499591827392578, 'DLM_Distribute_lines': 0.006917238235473633, 'DLM_convolve': 0.15645265579223633, 'value': 0.23903131484985352}, 'calc_other_spectral_quan': 0.002457141876220703, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2960,2000,1540,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_46.spec,144000,300,296,300,300,cython,940,fft,1.31210947036743,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281380.57239,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004413127899169922, 'reinitialize': {'copy_database': 0.000782012939453125, 'memory_usage_warning': 0.002178668975830078, 'reset_population': 5.221366882324219e-05, 'value': 0.0030524730682373047}, 'scaled_eq_linestrength': 0.007911205291748047, 'calc_lineshift': 0.0008456707000732422, 'calc_hwhm': 0.016071081161499023, 'generate_wavenumber_arrays': 0.0029861927032470703, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07347369194030762, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0015826225280761719, 'DLM_Distribute_lines': 0.005495786666870117, 'DLM_convolve': 1.1932177543640137, 'value': 1.2781085968017578}, 'calc_other_spectral_quan': 0.0025501251220703125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2970,2000,1530,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_47.spec,146000,300,296,300,300,cython,960,fft,1.65275478363037,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281382.49639,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025963783264160156, 'reinitialize': {'copy_database': 0.0004951953887939453, 'memory_usage_warning': 0.001481771469116211, 'reset_population': 3.6716461181640625e-05, 'value': 0.0020318031311035156}, 'scaled_eq_linestrength': 0.0069506168365478516, 'calc_lineshift': 0.0010838508605957031, 'calc_hwhm': 0.013760566711425781, 'generate_wavenumber_arrays': 0.002076387405395508, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07525229454040527, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0016641616821289062, 'DLM_Distribute_lines': 0.0066568851470947266, 'DLM_convolve': 1.5351753234863281, 'value': 1.623915672302246}, 'calc_other_spectral_quan': 0.0025594234466552734, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2980,2000,1520,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_48.spec,148000,300,296,300,300,cython,980,fft,1.24375820159912,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281384.00839,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025844573974609375, 'reinitialize': {'copy_database': 0.0004999637603759766, 'memory_usage_warning': 0.00127410888671875, 'reset_population': 3.409385681152344e-05, 'value': 0.0018236637115478516}, 'scaled_eq_linestrength': 0.005915641784667969, 'calc_lineshift': 0.0009026527404785156, 'calc_hwhm': 0.01649022102355957, 'generate_wavenumber_arrays': 0.0027184486389160156, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07566022872924805, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0016388893127441406, 'DLM_Distribute_lines': 0.005756855010986328, 'DLM_convolve': 1.1261918544769287, 'value': 1.2132081985473633}, 'calc_other_spectral_quan': 0.0023279190063476562, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2990,2000,1510,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_49.spec,150000,300,296,300,300,cython,1000,fft,0.561979293823242,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281384.83239,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.000244140625, 'reinitialize': {'copy_database': 0.000453948974609375, 'memory_usage_warning': 0.0013537406921386719, 'reset_population': 3.361701965332031e-05, 'value': 0.0018572807312011719}, 'scaled_eq_linestrength': 0.007968902587890625, 'calc_lineshift': 0.001257181167602539, 'calc_hwhm': 0.013475656509399414, 'generate_wavenumber_arrays': 0.0028171539306640625, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07109618186950684, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0015506744384765625, 'DLM_Distribute_lines': 0.005427360534667969, 'DLM_convolve': 0.4523618221282959, 'value': 0.5313408374786377}, 'calc_other_spectral_quan': 0.0028944015502929688, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,3000,2000,1500,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_50.spec,52000,300,296,300,300,cython,20,voigt,0.105048656463623,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281591.09813,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004763603210449219, 'reinitialize': {'copy_database': 0.00044655799865722656, 'memory_usage_warning': 0.001964569091796875, 'reset_population': 3.266334533691406e-05, 'value': 0.0024590492248535156}, 'scaled_eq_linestrength': 0.00779414176940918, 'calc_lineshift': 0.0014214515686035156, 'calc_hwhm': 0.024837017059326172, 'generate_wavenumber_arrays': 0.0013725757598876953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0029871463775634766, 'DLM_Initialized_vectors': 6.198883056640625e-06, 'DLM_closest_matching_line': 0.0015456676483154297, 'DLM_Distribute_lines': 0.005846977233886719, 'DLM_convolve': 0.052376508712768555, 'value': 0.06341147422790527}, 'calc_other_spectral_quan': 0.0031707286834716797, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2510,2000,1990,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_51.spec,54000,300,296,300,300,cython,40,voigt,0.124892234802246,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281591.45815,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002474784851074219, 'reinitialize': {'copy_database': 0.0005331039428710938, 'memory_usage_warning': 0.0014750957489013672, 'reset_population': 3.218650817871094e-05, 'value': 0.0020558834075927734}, 'scaled_eq_linestrength': 0.005686521530151367, 'calc_lineshift': 0.0008263587951660156, 'calc_hwhm': 0.020090341567993164, 'generate_wavenumber_arrays': 0.0010521411895751953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.004860877990722656, 'DLM_Initialized_vectors': 6.9141387939453125e-06, 'DLM_closest_matching_line': 0.0012123584747314453, 'DLM_Distribute_lines': 0.005250453948974609, 'DLM_convolve': 0.08063030242919922, 'value': 0.09253072738647461}, 'calc_other_spectral_quan': 0.002321481704711914, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2520,2000,1980,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_52.spec,56000,300,296,300,300,cython,60,voigt,0.090883493423462,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281591.79016,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002510547637939453, 'reinitialize': {'copy_database': 0.0008289813995361328, 'memory_usage_warning': 0.0015518665313720703, 'reset_population': 3.5762786865234375e-05, 'value': 0.0024385452270507812}, 'scaled_eq_linestrength': 0.006348133087158203, 'calc_lineshift': 0.0009477138519287109, 'calc_hwhm': 0.018779754638671875, 'generate_wavenumber_arrays': 0.0011928081512451172, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0067768096923828125, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0014066696166992188, 'DLM_Distribute_lines': 0.0055844783782958984, 'DLM_convolve': 0.04408860206604004, 'value': 0.05849337577819824}, 'calc_other_spectral_quan': 0.0023365020751953125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2530,2000,1970,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_53.spec,58000,300,296,300,300,cython,80,voigt,0.098552942276001,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281592.14218,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003154277801513672, 'reinitialize': {'copy_database': 0.0007238388061523438, 'memory_usage_warning': 0.0015778541564941406, 'reset_population': 3.3855438232421875e-05, 'value': 0.002352476119995117}, 'scaled_eq_linestrength': 0.006421327590942383, 'calc_lineshift': 0.0007560253143310547, 'calc_hwhm': 0.0188138484954834, 'generate_wavenumber_arrays': 0.0011038780212402344, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.008079767227172852, 'DLM_Initialized_vectors': 6.67572021484375e-06, 'DLM_closest_matching_line': 0.0012788772583007812, 'DLM_Distribute_lines': 0.005538463592529297, 'DLM_convolve': 0.04993700981140137, 'value': 0.06542110443115234}, 'calc_other_spectral_quan': 0.003272533416748047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2540,2000,1960,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_54.spec,60000,300,296,300,300,cython,100,voigt,0.109786987304688,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281592.5022,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00026106834411621094, 'reinitialize': {'copy_database': 0.0004971027374267578, 'memory_usage_warning': 0.0012583732604980469, 'reset_population': 3.218650817871094e-05, 'value': 0.0018029212951660156}, 'scaled_eq_linestrength': 0.00794672966003418, 'calc_lineshift': 0.0016067028045654297, 'calc_hwhm': 0.01998114585876465, 'generate_wavenumber_arrays': 0.0012047290802001953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.010613203048706055, 'DLM_Initialized_vectors': 7.867813110351562e-06, 'DLM_closest_matching_line': 0.0013163089752197266, 'DLM_Distribute_lines': 0.0057163238525390625, 'DLM_convolve': 0.05610036849975586, 'value': 0.07439517974853516}, 'calc_other_spectral_quan': 0.002488374710083008, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2550,2000,1950,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_55.spec,62000,300,296,300,300,cython,120,voigt,0.110119104385376,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281592.85421,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004076957702636719, 'reinitialize': {'copy_database': 0.0005517005920410156, 'memory_usage_warning': 0.0012612342834472656, 'reset_population': 3.170967102050781e-05, 'value': 0.0018606185913085938}, 'scaled_eq_linestrength': 0.00812077522277832, 'calc_lineshift': 0.0010099411010742188, 'calc_hwhm': 0.018497705459594727, 'generate_wavenumber_arrays': 0.0011906623840332031, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.013566970825195312, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.0013403892517089844, 'DLM_Distribute_lines': 0.0052225589752197266, 'DLM_convolve': 0.05566143989562988, 'value': 0.07643461227416992}, 'calc_other_spectral_quan': 0.002496957778930664, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2560,2000,1940,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_56.spec,64000,300,296,300,300,cython,140,voigt,0.115906715393066,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281593.22223,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024127960205078125, 'reinitialize': {'copy_database': 0.0004329681396484375, 'memory_usage_warning': 0.001203775405883789, 'reset_population': 3.170967102050781e-05, 'value': 0.001682281494140625}, 'scaled_eq_linestrength': 0.007760524749755859, 'calc_lineshift': 0.001619577407836914, 'calc_hwhm': 0.01947927474975586, 'generate_wavenumber_arrays': 0.0014088153839111328, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.015776634216308594, 'DLM_Initialized_vectors': 7.62939453125e-06, 'DLM_closest_matching_line': 0.0013117790222167969, 'DLM_Distribute_lines': 0.005857706069946289, 'DLM_convolve': 0.05766582489013672, 'value': 0.08127474784851074}, 'calc_other_spectral_quan': 0.002346515655517578, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2570,2000,1930,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_57.spec,66000,300,296,300,300,cython,160,voigt,0.126077890396118,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281593.58225,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002846717834472656, 'reinitialize': {'copy_database': 0.000993967056274414, 'memory_usage_warning': 0.001710653305053711, 'reset_population': 3.600120544433594e-05, 'value': 0.0027589797973632812}, 'scaled_eq_linestrength': 0.00610661506652832, 'calc_lineshift': 0.0007991790771484375, 'calc_hwhm': 0.020863771438598633, 'generate_wavenumber_arrays': 0.001425027847290039, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.016855478286743164, 'DLM_Initialized_vectors': 7.62939453125e-06, 'DLM_closest_matching_line': 0.0014190673828125, 'DLM_Distribute_lines': 0.005544900894165039, 'DLM_convolve': 0.06681227684020996, 'value': 0.09133028984069824}, 'calc_other_spectral_quan': 0.002414703369140625, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2580,2000,1920,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_58.spec,68000,300,296,300,300,cython,180,voigt,0.118902683258057,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281593.93427,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002434253692626953, 'reinitialize': {'copy_database': 0.0005233287811279297, 'memory_usage_warning': 0.0012238025665283203, 'reset_population': 7.653236389160156e-05, 'value': 0.0018384456634521484}, 'scaled_eq_linestrength': 0.00606536865234375, 'calc_lineshift': 0.0008223056793212891, 'calc_hwhm': 0.019361019134521484, 'generate_wavenumber_arrays': 0.0011837482452392578, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.017499923706054688, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.001302957534790039, 'DLM_Distribute_lines': 0.005265951156616211, 'DLM_convolve': 0.06195998191833496, 'value': 0.08674192428588867}, 'calc_other_spectral_quan': 0.0025641918182373047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2590,2000,1910,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_59.spec,70000,300,296,300,300,cython,200,voigt,0.134803533554077,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281594.31428,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002429485321044922, 'reinitialize': {'copy_database': 0.0005385875701904297, 'memory_usage_warning': 0.001318216323852539, 'reset_population': 3.1948089599609375e-05, 'value': 0.001903533935546875}, 'scaled_eq_linestrength': 0.0068683624267578125, 'calc_lineshift': 0.0008711814880371094, 'calc_hwhm': 0.02031540870666504, 'generate_wavenumber_arrays': 0.0014672279357910156, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.01917743682861328, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0013685226440429688, 'DLM_Distribute_lines': 0.005261898040771484, 'DLM_convolve': 0.07356047630310059, 'value': 0.10003066062927246}, 'calc_other_spectral_quan': 0.0030126571655273438, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2600,2000,1900,cm-1,0.01,52002,
