Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_fft,complexity_final_fft
86,20210808_Tvib300K_Trot300K_16.spec,380000.0,300,296,300,300,cython,300,fft,7.05156970024109,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366015.93577,radis,2000000,0,0,0,1,1,CO2,CO2_500_4000_2000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.01735830307006836, 'reinitialize': {'copy_database': 0.056717872619628906, 'memory_usage_warning': 0.0014410018920898438, 'reset_population': 2.7894973754882812e-05, 'value': 0.05820441246032715}, 'scaled_eq_linestrength': 0.07445359230041504, 'calc_lineshift': 0.005767345428466797, 'calc_hwhm': 0.07397985458374023, 'generate_wavenumber_arrays': 0.016427040100097656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.23492765426635742, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.11863517761230469, 'DLM_Distribute_lines': 0.057012081146240234, 'DLM_convolve': 6.37544059753418, 'value': 6.790021896362305}, 'calc_other_spectral_quan': 0.015255451202392578, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,7,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,36.0,175759634.95369115,8.216753474017057
88,20210808_Tvib300K_Trot300K_18.spec,380000.0,300,296,300,300,cython,300,fft,12.024662733078001,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366044.94325,radis,3000000,0,0,0,1,1,CO2,CO2_500_4000_3000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.02518439292907715, 'reinitialize': {'copy_database': 0.0820627212524414, 'memory_usage_warning': 0.0015740394592285156, 'reset_population': 2.8848648071289062e-05, 'value': 0.08368539810180664}, 'scaled_eq_linestrength': 0.10982346534729004, 'calc_lineshift': 0.008787393569946289, 'calc_hwhm': 0.10194134712219238, 'generate_wavenumber_arrays': 0.022015094757080078, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.3990907669067383, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.16571927070617676, 'DLM_Distribute_lines': 0.14507746696472168, 'DLM_convolve': 10.938719749450684, 'value': 11.659836292266846}, 'calc_other_spectral_quan': 0.013283729553222656, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,12,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,61.0,297814937.0048655,13.922832275417791
90,20210808_Tvib300K_Trot300K_20.spec,380000.0,300,296,300,300,cython,300,fft,13.157989025116,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366084.9225302,radis,4000000,0,0,0,1,1,CO2,CO2_500_4000_4000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.032362937927246094, 'reinitialize': {'copy_database': 0.1427762508392334, 'memory_usage_warning': 0.0014472007751464844, 'reset_population': 2.6941299438476562e-05, 'value': 0.14426851272583008}, 'scaled_eq_linestrength': 0.15687894821166992, 'calc_lineshift': 0.01136326789855957, 'calc_hwhm': 0.1715867519378662, 'generate_wavenumber_arrays': 0.028398513793945312, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.4421679973602295, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.21518564224243164, 'DLM_Distribute_lines': 0.1806201934814453, 'DLM_convolve': 11.748935222625732, 'value': 12.599899530410767}, 'calc_other_spectral_quan': 0.01312112808227539, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,13,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,66.0,322225997.41510046,15.06404803569794
92,20210808_Tvib300K_Trot300K_22.spec,380000.0,300,296,300,300,cython,300,fft,15.493280172348001,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366136.3256,radis,5000000,0,0,0,1,1,CO2,CO2_500_4000_5000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.03916811943054199, 'reinitialize': {'copy_database': 0.4049403667449951, 'memory_usage_warning': 0.0014641284942626953, 'reset_population': 2.7894973754882812e-05, 'value': 0.4064514636993408}, 'scaled_eq_linestrength': 0.3526036739349365, 'calc_lineshift': 0.05037951469421387, 'calc_hwhm': 0.3104276657104492, 'generate_wavenumber_arrays': 0.03817176818847656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.5362508296966553, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.28694939613342285, 'DLM_Distribute_lines': 0.2654995918273926, 'DLM_convolve': 13.17967963218689, 'value': 14.28274655342102}, 'calc_other_spectral_quan': 0.013220548629760742, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,15,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,76.0,371048118.2355702,17.346479556258235
94,20210808_Tvib300K_Trot300K_24.spec,380000.0,300,296,300,300,cython,300,fft,17.1534831523895,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366187.23269,radis,6000000,0,0,0,1,1,CO2,CO2_500_4000_6000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.04671454429626465, 'reinitialize': {'copy_database': 0.9023599624633789, 'memory_usage_warning': 0.0014505386352539062, 'reset_population': 2.7418136596679688e-05, 'value': 0.9038558006286621}, 'scaled_eq_linestrength': 0.29479360580444336, 'calc_lineshift': 0.035671234130859375, 'calc_hwhm': 0.3365485668182373, 'generate_wavenumber_arrays': 0.04447031021118164, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.5747134685516357, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.35297322273254395, 'DLM_Distribute_lines': 0.3624155521392822, 'DLM_convolve': 14.175545930862427, 'value': 15.477991580963135}, 'calc_other_spectral_quan': 0.013330698013305664, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,16,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,81.0,395459178.64580506,18.487695316538378
96,20210808_Tvib300K_Trot300K_26.spec,380000.0,300,296,300,300,cython,300,fft,17.2876250743866,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366241.5197198,radis,7000000,0,0,0,1,1,CO2,CO2_500_4000_7000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.05361199378967285, 'reinitialize': {'copy_database': 1.0359172821044922, 'memory_usage_warning': 0.0014719963073730469, 'reset_population': 2.7894973754882812e-05, 'value': 1.03743577003479}, 'scaled_eq_linestrength': 0.2484300136566162, 'calc_lineshift': 0.01879119873046875, 'calc_hwhm': 0.3558235168457031, 'generate_wavenumber_arrays': 0.0499722957611084, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.5300273895263672, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.3908052444458008, 'DLM_Distribute_lines': 0.37633657455444336, 'DLM_convolve': 14.199168682098389, 'value': 15.509442329406738}, 'calc_other_spectral_quan': 0.014008760452270508, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,16,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,81.0,395459178.64580506,18.487695316538378
98,20210808_Tvib300K_Trot300K_28.spec,380000.0,300,296,300,300,cython,300,fft,18.353075504303,0,1,hitran,"/home/pipebomb/Downloads/CO2 Database/02_500-625_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_625-750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_750-1000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1000-1500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_1500-2000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2000-2125_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2125-2250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2250-2500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_2500-3000_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3000-3250_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3250-3500_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3500-3750_HITEMP2010.par,/home/pipebomb/Downloads/CO2 Database/02_3750-4000_HITEMP2010.par",0.13753507880165697,0.20180288881201602,0,0,1e-06,0,"1,2,3",1628366298.99069,radis,7487030,0,0,0,1,1,CO2,CO2_500_4000_7487030_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.05750298500061035, 'reinitialize': {'copy_database': 1.1048121452331543, 'memory_usage_warning': 0.0014622211456298828, 'reset_population': 2.7418136596679688e-05, 'value': 1.1063201427459717}, 'scaled_eq_linestrength': 0.27224087715148926, 'calc_lineshift': 0.021174192428588867, 'calc_hwhm': 0.42871975898742676, 'generate_wavenumber_arrays': 0.052681922912597656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.554617166519165, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.42094874382019043, 'DLM_Distribute_lines': 0.41649508476257324, 'DLM_convolve': 14.994914531707764, 'value': 16.400989770889282}, 'calc_other_spectral_quan': 0.013334035873413086, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,7487030,boltzmann,17,5,0.01,0.01,4000,4150,500,350,cm-1,0.01,380001,86.0,419870239.05604,19.62891107681853
100,20210808_Tvib300K_Trot300K.spec,230000.0,300,296,300,300,cython,300,fft,0.748093128204346,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628414983.20628,radis,1,0,0,0,1,1,CH4,CH4_2000_4000_1_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 7.581710815429688e-05, 'reinitialize': {'copy_database': 0.00035643577575683594, 'memory_usage_warning': 0.0037560462951660156, 'reset_population': 4.100799560546875e-05, 'value': 0.004180192947387695}, 'scaled_eq_linestrength': 0.003588438034057617, 'calc_lineshift': 0.0008089542388916016, 'calc_hwhm': 0.07648658752441406, 'generate_wavenumber_arrays': 0.008458852767944336, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.01763629913330078, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.00048804283142089844, 'DLM_Distribute_lines': 0.0005865097045898438, 'DLM_convolve': 0.6251370906829834, 'value': 0.6443812847137451}, 'calc_other_spectral_quan': 0.009978771209716797, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,2,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,5.0,14197709.776091134,0.6637421678562311
102,20210808_Tvib300K_Trot300K_2.spec,230000.0,300,296,300,300,cython,300,fft,0.962284088134766,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415016.7983,radis,10,0,0,0,1,1,CH4,CH4_2000_4000_10_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.412101745605469e-05, 'reinitialize': {'copy_database': 0.0003159046173095703, 'memory_usage_warning': 0.0018541812896728516, 'reset_population': 2.288818359375e-05, 'value': 0.0022072792053222656}, 'scaled_eq_linestrength': 0.0024840831756591797, 'calc_lineshift': 0.0005702972412109375, 'calc_hwhm': 0.01208806037902832, 'generate_wavenumber_arrays': 0.004210710525512695, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.025199174880981445, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0004601478576660156, 'DLM_Distribute_lines': 0.0008683204650878906, 'DLM_convolve': 0.9032416343688965, 'value': 0.9303219318389893}, 'calc_other_spectral_quan': 0.010249137878417969, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.9292390349987235
104,20210808_Tvib300K_Trot300K_4.spec,230000.0,300,296,300,300,cython,300,fft,0.864998579025269,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415052.9183302,radis,100,0,0,0,1,1,CH4,CH4_2000_4000_100_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.363059997558594e-05, 'reinitialize': {'copy_database': 0.00033402442932128906, 'memory_usage_warning': 0.0026671886444091797, 'reset_population': 2.3126602172851562e-05, 'value': 0.0030395984649658203}, 'scaled_eq_linestrength': 0.00308990478515625, 'calc_lineshift': 0.0006284713745117188, 'calc_hwhm': 0.01074528694152832, 'generate_wavenumber_arrays': 0.005578041076660156, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02224254608154297, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0003414154052734375, 'DLM_Distribute_lines': 0.0007531642913818359, 'DLM_convolve': 0.8100953102111816, 'value': 0.8339147567749023}, 'calc_other_spectral_quan': 0.007836103439331055, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.9292390349987235
106,20210808_Tvib300K_Trot300K_6.spec,230000.0,300,296,300,300,cython,300,fft,0.8645906448364259,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415084.95835,radis,1000,0,0,0,1,1,CH4,CH4_2000_4000_1000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.245208740234375e-05, 'reinitialize': {'copy_database': 0.000997304916381836, 'memory_usage_warning': 0.0020284652709960938, 'reset_population': 2.86102294921875e-05, 'value': 0.003072023391723633}, 'scaled_eq_linestrength': 0.0031523704528808594, 'calc_lineshift': 0.00060272216796875, 'calc_hwhm': 0.00989532470703125, 'generate_wavenumber_arrays': 0.004359245300292969, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02280569076538086, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0004246234893798828, 'DLM_Distribute_lines': 0.0012061595916748047, 'DLM_convolve': 0.8094077110290527, 'value': 0.8343198299407959}, 'calc_other_spectral_quan': 0.00903463363647461, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.9292390349987235
108,20210808_Tvib300K_Trot300K_8.spec,230000.0,300,296,300,300,cython,300,fft,0.8869891166687008,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415117.19031,radis,10000,0,0,0,1,1,CH4,CH4_2000_4000_10000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.553794860839844e-05, 'reinitialize': {'copy_database': 0.0014200210571289062, 'memory_usage_warning': 0.0017025470733642578, 'reset_population': 2.5033950805664062e-05, 'value': 0.0031652450561523438}, 'scaled_eq_linestrength': 0.003113269805908203, 'calc_lineshift': 0.000583648681640625, 'calc_hwhm': 0.011803627014160156, 'generate_wavenumber_arrays': 0.0041539669036865234, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.024298429489135742, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.0010771751403808594, 'DLM_Distribute_lines': 0.0009310245513916016, 'DLM_convolve': 0.829012393951416, 'value': 0.8558874130249023}, 'calc_other_spectral_quan': 0.008143901824951172, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.9292390349987235
110,20210808_Tvib300K_Trot300K_10.spec,230000.0,300,296,300,300,cython,300,fft,0.9135470390319821,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415148.78541,radis,100000,0,0,0,1,1,CH4,CH4_2000_4000_100000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.315376281738281e-05, 'reinitialize': {'copy_database': 0.009334325790405273, 'memory_usage_warning': 0.0014996528625488281, 'reset_population': 2.6941299438476562e-05, 'value': 0.0108795166015625}, 'scaled_eq_linestrength': 0.007897377014160156, 'calc_lineshift': 0.0010881423950195312, 'calc_hwhm': 0.015704631805419922, 'generate_wavenumber_arrays': 0.0051059722900390625, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.021868228912353516, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.004449129104614258, 'DLM_Distribute_lines': 0.002702474594116211, 'DLM_convolve': 0.8339457511901855, 'value': 0.8634665012359619}, 'calc_other_spectral_quan': 0.00925898551940918, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7.0,19876793.686527587,0.9292390349987235
112,20210808_Tvib300K_Trot300K_12.spec,230000.0,300,296,300,300,cython,300,fft,6.261030912399289,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3",1628415185.69248,radis,1000000,0,0,0,1,1,CH4,CH4_2000_4000_1000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.363059997558594e-05, 'reinitialize': {'copy_database': 0.11871790885925293, 'memory_usage_warning': 0.001516580581665039, 'reset_population': 2.47955322265625e-05, 'value': 0.12027740478515625}, 'scaled_eq_linestrength': 0.039048194885253906, 'calc_lineshift': 0.003447294235229492, 'calc_hwhm': 0.044036865234375, 'generate_wavenumber_arrays': 0.009351730346679688, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.30887317657470703, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.05890059471130371, 'DLM_Distribute_lines': 0.06614804267883301, 'DLM_convolve': 5.596331596374512, 'value': 6.036777019500732}, 'calc_other_spectral_quan': 0.007929086685180664, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,10,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,51.0,144816639.71612957,6.770170112133557
